,GSM4715941,GSM4715945,GSM4715946,GSM4715949,GSM4715974,GSM4715979,GSM4715982,GSM4715984,GSM4715991,GSM4715992
CDH26,-18.226806797686532,-17.818815199325844,-17.5398196006545,-16.904152646014808,-18.088923957325445,-17.06885411834136,-17.07402967024897,-17.385631318562204,-18.67395545604452,-17.103983866611934
SNAI1,-23.0847877928141,-20.95631872307578,-22.66910261759947,0.0,0.0,-23.9636718816493,0.0,0.0,0.0,-21.377002361018352
MOCS3,-15.391300835314777,-16.08842225908312,-15.145540661542457,-15.582224551127446,-16.62949233868815,-16.447972043365258,-16.203158297441433,-16.456970100282465,-15.170243275846529,-15.1675489953894
STX16,-13.40179320913242,-12.618250925533161,-13.910879402872744,-12.598967814962021,-12.49375125800207,-12.675382539468332,-12.55433956842227,-12.840768537704724,-13.94837008972925,-13.293079877473259
PMEPA1,-17.440931603039378,-17.300966894463222,-16.968662899458376,-17.6045923641559,-17.378430574520433,-16.986391958149387,-17.155329772350818,-16.71867544564374,-17.34380685435219,-17.079321812377664
RNF114,-12.781007044637,-12.792417509261233,-13.552758656362002,-14.116752330332849,-13.178758229684068,-13.448957827510815,-13.748154390844942,-13.800668817841046,-12.808178005956767,-12.745219003544198
ANKRD60,0.0,0.0,-22.66910261759947,0.0,0.0,-23.9636718816493,0.0,0.0,0.0,-21.377002361018352
DDX27,-14.675396856676402,-13.91849725764081,-14.38370039873722,-15.120776586891642,-14.224175029344005,-13.88019255431746,-13.992391201224612,-14.07896998032815,-13.789218002674552,-13.774612788539008
RBPJL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.1546099396819
SEMG1,-23.0847877928141,0.0,-21.084140116878313,0.0,-23.548355575962745,0.0,-21.263854229128984,-23.218521332726947,-23.803238472989488,-20.377002361018352
C20orf85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.377002361018352
BCAS4,-15.8180012521192,-15.843618590326415,-15.738365280036582,-15.195201428018196,-16.641464980354225,-15.655332851509895,-15.381211179767144,-15.430618773335514,-15.52711406771525,-15.407376010061867
KCNK15,0.0,0.0,0.0,0.0,0.0,-23.9636718816493,0.0,-23.218521332726947,-23.803238472989488,-19.37700236101835
TP53TG5,-19.2774328707565,-19.108321816520828,-18.499177616157155,-18.904152646014808,-18.963393075241587,-18.91927776229085,-18.67889172840783,-19.17412721336849,-19.481310378102123,-18.792039860297194
PCK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.438402905682494
ZBP1,-11.435980843088334,-11.839974761838308,-13.823612566655093,-14.939256446970724,-12.052500549075573,-14.319815691874577,-15.006466386436333,-15.120489249766418,-11.953833372041728,-12.148985390488024
NEURL2,-20.084787792814105,-19.577807099822046,-19.084140116878313,-19.6045923641559,-23.548355575962745,0.0,0.0,-20.04859633128463,-19.481310378102123,-19.261525143598416
MAGEA10,0.0,-23.27824681796314,0.0,0.0,-23.548355575962745,0.0,-21.263854229128984,-23.218521332726947,0.0,-21.377002361018352
MTRR,-14.827399950121452,-14.68205706181873,-14.445100943401362,-15.264742361271274,-14.790132361236019,-14.6598911334722,-14.690207041635663,-14.35588397516815,-14.393847536851785,-13.82753854151858
FASTKD3,-16.154050455251216,-16.754684861906128,-16.129943806491436,-16.019629863434744,-16.59415926557587,-16.463825994566097,-16.577353701945768,-16.19615351969849,-15.726422875938656,-15.332608241659894
PEPD,-14.718465578568287,-14.802513386996743,-14.294063186252544,-14.960736174381173,-15.117903024297211,-15.124468093552359,-15.485777099593626,-15.255625327389684,-14.077020313657288,-14.373250226157243
CHST8,-20.084787792814105,-19.818815199325844,-20.66910261759947,-22.6045923641559,-19.641464980354225,-21.1563169595917,-19.563414510987894,-20.41116641066934,-22.21827597226833,-19.961964861739506
IQSEC2,-18.384348074673014,-16.903207386616216,-16.968662899458376,-18.904152646014808,-18.226427481075383,-18.105690886521728,-18.535933774565784,-18.311630737118428,-18.715775631739145,-18.438402905682494
VAMP7,-13.631517158803481,-14.44219646290507,-13.965199044154804,-13.530450901403393,-13.69504602055907,-13.724073352400179,-13.726635828590389,-13.335878283365103,-13.47232159487487,-13.43448785567911
IL9R,-18.561225836757092,-18.577807099822046,-19.499177616157155,-17.849704861992432,-19.548355575962745,-19.378709380928147,-18.30965791874211,-18.896593237839582,-17.8725011354266,-18.1546099396819
XG,-23.0847877928141,-20.27824681796314,-21.66910261759947,0.0,-23.548355575962745,-21.641743786761943,-20.941926134241623,-20.41116641066934,-21.481310378102123,-20.1546099396819
STAMBP,-14.267804169558724,-14.64889019788353,-14.98260209041625,-14.883493175448715,-14.476893213406122,-14.52696033951209,-14.35396114535894,-14.646768689223398,-14.283602220146273,-14.144981238484123
NAGK,-11.980189039249733,-11.769461655898628,-12.594961154846963,-12.502616693206669,-11.853562420962795,-12.43180310647175,-12.526606886101247,-13.185098331189494,-11.497746680878802,-12.042356623136252
MCEE,-17.72723578819602,-18.420265822835567,-17.383700398737222,-17.356664850712313,-17.378430574520433,-17.291246539677807,-17.34499099185439,-17.311630737118428,-17.653491353484803,-17.502533243102206
PAIP2B,-16.42657631006231,-16.956318723075775,-16.996677275627974,-16.050003512478263,-16.978499967631798,-16.57996758917525,-15.880149936654933,-16.404740141509908,-16.16661385244584,-16.04310162446491
SNRNP27,-15.955504775869137,-16.51006249318621,-16.499177616157155,-16.797237442098293,-16.226427481075383,-16.202120649204826,-16.0159267156854,-15.919313314339664,-16.47232159487487,-16.067147098431562
MPHOSPH10,-14.971045626764914,-15.605821475991645,-15.169256730516263,-15.771702349991159,-15.20850557307812,-14.908389446148112,-14.686425401093237,-14.905638377442587,-14.843236540921405,-14.21713102423996
IL17C,-22.084787792814105,-22.27824681796314,-22.66910261759947,-22.6045923641559,0.0,-22.9636718816493,-22.67889172840783,0.0,0.0,-20.961964861739506
ATP8A1,-12.555357238667954,-12.935061102515258,-12.775801086738905,-11.661344968254346,-12.246859380980194,-12.265401303957272,-12.114424639072242,-11.98580062476207,-11.404494781051294,-11.588555901510809
USP22,-13.767375179049234,-12.50758292504638,-12.83779537379742,-13.275917436827951,-13.56678829405973,-13.337050229290933,-13.476767904577368,-13.597385219452303,-14.033400629360047,-13.934058865169622
POF1B,-22.084787792814105,-23.27824681796314,0.0,-21.6045923641559,-23.548355575962745,-22.9636718816493,-21.941926134241623,-22.218521332726944,-20.803238472989488,-19.64003676685214
HIF3A,-22.084787792814105,-20.95631872307578,0.0,0.0,-21.226427481075383,-22.9636718816493,-22.67889172840783,-24.218521332726944,0.0,-17.103983866611934
ZNF576,-16.303428079289446,-16.754684861906128,-16.11451376592183,-16.019629863434744,-17.009196764854714,-16.793746880206992,-17.321339723789745,-16.923900583835316,-16.51783625412724,-16.37700236101835
IRGC,0.0,-23.27824681796314,0.0,0.0,-23.548355575962745,0.0,0.0,0.0,-23.803238472989488,-20.961964861739506
ZNF45,-14.997324951563765,-15.11837548118475,-14.811121622471896,-14.470166043934974,-15.195208750464662,-15.298335964464124,-15.126863117048755,-15.125764191807091,-14.423860105918225,-14.446265023455462
LYPD3,-20.499825292092947,-23.27824681796314,-21.084140116878313,-22.6045923641559,-23.548355575962745,-20.9636718816493,-21.67889172840783,-21.896593237839582,-22.21827597226833,-20.1546099396819
PSG8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.055074266130987
CEACAM8,-18.440931603039378,-20.693284317241982,-18.084140116878313,-18.904152646014808,-16.67799085637934,-18.319815691874577,-18.67889172840783,-18.933119113864695,-18.803238472989488,-18.569647438960747
NDP,0.0,0.0,0.0,0.0,0.0,-23.9636718816493,0.0,0.0,0.0,-20.961964861739506
USP9X,-12.798230031206145,-11.739088006855107,-11.892669585154735,-11.603184169763091,-11.429414503239236,-11.350112603861037,-11.132640324042713,-11.170545418556095,-11.995883550931882,-12.37137781182447
CRISP2,0.0,-23.27824681796314,0.0,0.0,-22.548355575962745,-23.9636718816493,-22.263854229128984,-21.218521332726944,-22.803238472989488,-22.961964861739506
F13A1,-11.306710663278745,-12.105819309317656,-11.558619307783244,-10.964799470876587,-10.58817259413087,-10.470316760154397,-10.480856020208572,-9.940217080589912,-12.113677218703963,-12.862617051336313
GRM4,-23.0847877928141,-21.693284317241982,0.0,0.0,0.0,-23.9636718816493,0.0,-23.218521332726947,-23.803238472989488,-16.36205201955238
TRERF1,-15.107507869314185,-14.1907839767128,-14.09924700926852,-14.95354067297697,-14.75393970961264,-14.692208853744928,-14.522387242727836,-15.20450086241201,-15.454510318758409,-15.332608241659894
PACSIN1,-23.0847877928141,-17.605821475991643,-19.20967099896217,-21.019629863434744,-20.963393075241587,-22.378709380928147,-21.941926134241623,-21.896593237839582,-21.481310378102123,-18.50253324310221
BTN2A2,-14.960666480984916,-14.652537974898674,-15.50923128082108,-15.034736755824952,-15.52044957939286,-15.386243053613553,-15.37815785578959,-15.942396927452705,-16.13081313101799,-15.742796341277343
SIRT5,-15.477457479064492,-15.605821475991645,-16.09924700926852,-15.662077858816659,-15.476893213406122,-15.64174378676194,-15.318410392751074,-15.252737048064857,-15.14502699023769,-14.967611424880648
MRS2,-15.448163172270455,-15.992844599100891,-15.402316076904567,-15.186739849270001,-15.498507026512183,-15.844730808925796,-15.57385625770954,-15.345077220211568,-15.43255106618227,-15.135416374448589
WRNIP1,-14.183920984833355,-13.98133061108385,-14.45964925197052,-13.700710518419719,-14.290967733270092,-14.159540860465984,-14.211286178324832,-14.229836645954776,-13.912974195968376,-13.879815820385634
RRP36,-15.136420561229425,-15.11837548118475,-14.900918292822544,-14.897233232075017,-15.599988344378067,-15.205448666922578,-15.275169542356819,-15.281883393724373,-14.439103817981437,-14.27196689032006
BTN1A1,-21.499825292092947,-18.754684861906128,-19.20967099896217,-18.69770176854738,-18.904499386188018,-19.056781286040785,-20.804422610491688,-20.311630737118424,-21.481310378102123,-19.50253324310221
SNRPC,-16.799385573951852,-17.16972236118497,-16.738365280036582,-16.98988252004069,-18.088923957325445,-17.986391958149387,-17.906302224510902,-17.809130396589243,-16.758844353631034,-17.234044407176306
SLC17A3,0.0,0.0,0.0,-22.6045923641559,-22.548355575962745,0.0,-24.26385422912898,-23.218521332726947,-22.803238472989488,-19.792039860297194
SLC17A1,0.0,0.0,-22.66910261759947,0.0,0.0,0.0,0.0,0.0,0.0,-20.1546099396819
SERPINB6,-14.767375179049234,-14.997476047832537,-14.848923655184281,-15.169964136519175,-15.068575311933644,-14.974987194877137,-15.12430287673019,-15.302641953891172,-14.490355517705133,-15.26847790424018
XPO5,-15.148149853811534,-14.298107240323983,-14.571070534638942,-15.128858933189502,-14.820435121399546,-14.884187097822487,-14.77802492042708,-14.970593819283357,-14.820244898295178,-15.013597630154827
ABCC10,-15.363688604106917,-14.115855489206234,-14.70331833293738,-15.1451607455186,-14.911730955419095,-14.86038407323728,-14.810583595118361,-14.894340786108204,-15.031749003488887,-15.261525143598414
HIST1H1D,-12.336594943224641,-12.879503126024947,-11.210696004362937,-11.930400096010215,-14.568215998323586,-13.84213836430927,-13.83654138499402,-13.67742471737742,-12.160735444208965,-11.548336932715333
PEX6,-15.051364791276654,-13.67647602955543,-15.039745997519859,-15.16164886830717,-15.509436586670443,-14.997887596987216,-15.025449489803908,-15.258519400658862,-14.893345389219444,-14.617668953823689
NQO2,-13.607029526370214,-14.056659696698334,-13.131884217060874,-12.984372538648413,-13.551176095025122,-12.810119849941191,-12.975564886948014,-13.253458575982316,-14.560064489516536,-14.604412857121423
PRICKLE4,-16.91486279137179,-17.212157627505366,-16.11451376592183,-17.019629863434744,-18.419072559017778,-17.9636718816493,-18.508966726965518,-18.490600878163747,-17.715775631739145,-17.103983866611934
OARD1,-14.880216648564899,-15.591746290779922,-14.786459568237627,-14.66795442515333,-15.101272349753092,-14.873559461985016,-14.769998779888162,-14.785979432338685,-14.450091647491403,-14.388317674246181
UNC5CL,-18.384348074673014,-18.068793452334187,-19.861747695541865,-19.43466736271359,-18.548355575962745,-18.44010992559229,-18.482494515604326,-18.896593237839582,-19.048350970826018,-18.207077359576036
AARS2,-15.658523038112007,-15.483830951613033,-15.680417930827304,-15.615907677383733,-15.918998955883136,-15.363759039462174,-15.381211179767144,-15.473687495227399,-15.14502699023769,-14.95634031254563
HIST1H1A,-20.499825292092947,-20.95631872307578,-20.66910261759947,-22.6045923641559,-21.96339307524159,-21.641743786761943,-22.67889172840783,-23.218521332726947,0.0,-20.1546099396819
ZNF391,-19.084787792814105,-19.470891895905535,-19.66910261759947,-20.6045923641559,-20.226427481075383,-21.641743786761943,-19.054400863500035,-19.63355883200579,-19.995883550931882,-17.752511496110557
RPS10,-11.482088927796138,-12.034477786001288,-11.602340685212562,-11.678296369374788,-12.529459954841094,-11.600084635124727,-11.49525634693461,-11.328637162424116,-12.38380492228411,-12.188825655019816
MOCS1,-23.0847877928141,-18.324050507576263,-21.66910261759947,-20.6045923641559,0.0,-21.641743786761943,-20.563414510987894,-23.218521332726947,-20.102798754848394,-17.874502020489164
HIST1H2BJ,-14.329900290650635,-14.136139760660589,-12.68326068059613,-13.307676157276608,-14.897303884783815,-14.842138364309271,-15.667664472984574,-14.854386677718892,-13.415221187644352,-12.320816264328274
MED20,-15.343320806412956,-15.389503569064882,-15.38370039873722,-15.54930992865471,-15.537128320539491,-15.711006449199054,-16.078978886220703,-15.738741068697843,-14.893345389219444,-15.049075525509544
OR2B6,-22.084787792814105,-20.27824681796314,-21.084140116878313,-22.6045923641559,-18.793468073799275,-19.319815691874577,-20.263854229128984,-19.17412721336849,-22.21827597226833,-18.64003676685214
TBCC,-13.499825292092947,-14.44852408287708,-13.691822694099551,-13.576686367586015,-15.028719323119532,-14.442071441925574,-14.459723207945666,-14.607496535419592,-13.51668071138153,-13.757393717490302
SPDEF,-23.0847877928141,0.0,0.0,0.0,0.0,-23.9636718816493,0.0,0.0,0.0,-21.377002361018352
TCP11,0.0,0.0,0.0,0.0,0.0,0.0,-24.26385422912898,0.0,0.0,-18.71403734829592
MAD2L1BP,-13.924916456035714,-14.674620472976947,-14.989622518094023,-16.300811615978798,-14.875930233991248,-15.678269662787056,-15.645468726870376,-15.683245956106141,-14.192213675682135,-14.310913170560577
APOBEC2,-18.997324951563762,-18.634390628188417,-18.421175104155886,-18.081030408098886,-18.847915857821654,-18.537407126947205,-18.114107109624303,-18.574665142952217,-18.481310378102123,-18.50253324310221
KLHDC3,-14.66272302664129,-14.700817989927392,-14.534676297378544,-13.890346846489777,-15.26758480583214,-14.9636718816493,-15.008825659310254,-14.894340786108204,-14.379072184171386,-14.737963187541402
GNMT,-20.084787792814105,-19.693284317241982,-21.66910261759947,-20.019629863434744,-20.74100065390514,-19.26323216350821,-19.67889172840783,-19.518081614585853,-20.803238472989488,-21.377002361018352
DNAH8,-19.2774328707565,-19.470891895905535,-17.811121622471898,-19.019629863434744,-16.52598776293429,-17.182312168124643,-18.3331168915661,-16.30563199649698,-16.93287375340608,-16.11647481079513
TREM1,-12.174145062344477,-13.659861315704532,-12.238650065933937,-12.138006026436654,-13.340121217622956,-12.89220951909268,-12.783064028033166,-13.741775128787477,-13.510916840187447,-13.460127676837208
MEA1,-14.621263419542924,-15.383429054655196,-14.98260209041625,-15.506560281195373,-15.262953357100496,-15.056781286040785,-15.359972383392805,-15.104779166677757,-14.723753689162672,-14.422806050631474
KLHL31,-20.499825292092947,0.0,-19.66910261759947,-20.282664269268537,-21.96339307524159,-21.641743786761943,-21.263854229128984,-20.518081614585853,-21.21827597226833,-17.917570742381052
COL21A1,0.0,-22.27824681796314,-22.66910261759947,-22.6045923641559,0.0,-23.9636718816493,0.0,-23.218521332726947,0.0,-18.438402905682494
CDKN1A,-14.890030938391856,-14.225678767158984,-16.459649251970518,-16.98988252004069,-15.164651283488693,-16.05678128604078,-16.25822967993511,-16.224167895868085,-15.222037891064529,-15.578260569265451
SOX4,-16.762859697926743,-17.068793452334187,-16.38370039873722,-15.98988252004069,-16.918998955883133,-16.471818785319627,-16.709265377451345,-16.767310220894615,-17.218275972268334,-16.535700107037407
GLO1,-14.61311257842206,-15.300966894463222,-14.657875362176215,-14.691703027925938,-15.373429893462065,-14.87091474072945,-15.211286178324832,-15.076414275424394,-13.875460510907146,-13.976122924736165
CPNE5,-15.986755709853576,-15.938396815078514,-15.01805092642054,-15.721949314794058,-16.064539798698487,-15.870914740729452,-16.489067169527814,-15.62980669714468,-15.843236540921405,-15.99618057707742
