,GSM4715947,GSM4715954,GSM4715956,GSM4715972,GSM4715975,GSM4715996,GSM4716002,GSM4716003
RRP8,-15.510514809140487,-14.91600306609317,-14.654694759877192,-15.00605272490836,-14.679284087846462,-15.529292789683092,-14.880400816190695,-14.936711054259968
LAS1L,-15.821601344380422,-15.664818378137118,-14.4058742132631,-14.92841012186265,-14.703633949262208,-15.885229776735352,-14.897514837054544,-15.289129516369051
NBPF11,-16.76858296208093,-15.310534909937372,-14.992623333458269,-14.54227657070726,-14.15388614112511,-15.274035734441016,-15.458574151249215,-14.177968517698512
SCAMP2,-15.02419989635224,-15.550485702658122,-14.987270098964064,-14.844508864253703,-15.088297799497536,-14.202202989679952,-15.165377774905167,-14.904167680995647
C5AR1,-14.904971430996877,-15.007343377631594,-14.854632330385945,-14.650336316564713,-14.879711177686117,-12.531233200252528,-13.953685242225928,-14.024345328585298
C12orf45,-16.139677113772176,-13.574733248904801,-14.460459351028701,-14.967818506420883,-14.320407632136428,-16.44396073588333,-15.423445927845613,-14.846347026607305
ARMT1,-14.99780839746084,-14.564291502183154,-14.315892846425433,-14.751781580124259,-14.825263393663741,-15.300267276014198,-14.671683331751327,-14.820811934500165
SLC19A1,-15.139677113772176,-15.509843718160777,-15.449375851899685,-14.53897520761701,-14.498001854473339,-13.428206664568778,-15.06142681086626,-14.528546817342619
GLT8D1,-15.491978857703058,-15.49654689554732,-14.336165241451694,-14.996964852080401,-14.600011318188054,-15.488507174836592,-14.61963658398173,-15.240920423326434
CYHR1,-14.810075090999392,-15.889691788977322,-15.680381403540842,-14.865031188127048,-14.883183369592922,-14.04793458345061,-15.096568616986515,-14.609307829306456
RRP1B,-15.535605790103316,-16.48337150679959,-14.88417660599996,-14.788552458279687,-14.700567646214427,-15.716776162509708,-15.665806765414656,-15.0389921045497
BRAT1,-15.675008846768733,-16.45737629826664,-15.680381403540842,-15.092945893874537,-14.57172227375663,-14.518987781291353,-15.336858242849523,-14.800704361051592
CCR6,-14.791066976232308,-15.872413797545486,-14.453060898707543,-15.102661048707752,-15.108475681435166,-15.083558493181332,-14.311405063874606,-14.09298699419043
TIMMDC1,-15.010943799649974,-14.997944679629345,-14.339571842894944,-14.904846650091969,-14.78898800727219,-15.86551154212085,-14.577654134506956,-14.830971800720388
FRG1,-14.829336993160029,-15.231308218786797,-14.058461146821017,-14.834356147892812,-14.605736306021683,-15.801665060096221,-15.046078846532822,-15.38317300628419
ZNF561,-15.159042438639108,-15.114984100819566,-14.621142200166165,-15.090527293071894,-14.667261559597247,-15.783049381928876,-15.049900557485232,-14.58331262077351
AKIRIN2,-14.168823459431692,-14.863851784042064,-15.030662694477444,-14.69556557055771,-14.893650368643993,-14.386627560817379,-15.608321270753896,-14.38317300628419
RAB32,-14.750110302009452,-14.942803125436884,-14.869328841592646,-14.824274380513648,-15.240300892942583,-12.625508104942394,-13.602696721560019,-13.671849295375168
DEPDC5,-15.654250286601936,-15.382088170962406,-14.981936654661022,-15.17000735703415,-14.753602408536294,-15.434245581050119,-15.309113252366616,-14.830971800720388
CARD6,-14.587136090743398,-14.055277854695296,-14.710938870516813,-14.51445288848294,-14.936294706052486,-13.873694746368876,-14.445929941996992,-14.08384634033396
TRAP1,-15.234069484047131,-16.310534909937374,-14.693398289207677,-15.050019568966523,-14.722169900699637,-15.670420526817969,-15.06142681086626,-15.390667542831114
GRPEL2,-15.574079937917952,-15.264731220324245,-14.312541636925795,-14.932736047265438,-14.63763639048797,-16.555382018551754,-14.75345288749366,-15.142740029387529
TRAPPC13,-15.40271151960597,-15.253503964900991,-14.409449667486925,-14.94797975932865,-14.253721408704909,-15.852514201591974,-14.93943628648765,-14.626901889321193
MPHOSPH10,-15.24955473154455,-15.310534909937372,-14.367118169780607,-14.934903883948147,-14.582971414889586,-16.65341410151228,-14.813905404403789,-15.662747088267915
HACD2,-15.357268548844804,-15.855340284186545,-14.728695341320968,-14.844508864253703,-14.73152795539787,-15.878627041911107,-14.781772783462982,-14.690227824690023
CERS5,-15.580593244876628,-15.369913457016304,-14.760304947837792,-15.112442069500336,-14.712872156117548,-15.381951073607905,-15.165377774905167,-15.021433733165395
COMMD2,-15.17373894984581,-14.813520108491916,-14.187568749449893,-15.035990009062463,-14.80866142632661,-15.659060664653422,-14.674630615801663,-14.694859273421669
FUT7,-14.286346762914189,-14.46383132040394,-15.163218888034145,-14.402221330566658,-15.141359043248949,-12.606290189398253,-14.203179807617552,-14.317418560800476
IFT80,-15.79864019593711,-15.788997789357849,-14.633633144349362,-14.8879481255186,-14.213828681581393,-16.898526599348813,-15.152994050449337,-14.566239107414571
ZFAND4,-15.455606468038097,-15.664818378137118,-15.104083763946813,-14.894261899450802,-14.640571681512517,-16.13771426322824,-15.246377497018653,-14.718242200859619
MYO19,-15.561140882210454,-15.114984100819566,-14.90926758696279,-15.320592568261006,-14.385394041404961,-15.340531146227923,-15.177868719088364,-14.888167202301931
KLHL15,-15.340589807698173,-15.650021376209038,-14.253514061273748,-14.80828867634095,-14.815279305091119,-15.169598324248023,-14.602696721560019,-14.815758706773881
TMOD1,-15.437758466705171,-16.177268379073908,-16.52492688490686,-14.606482026975286,-14.533026983713183,-14.571265060158407,-16.250769266135812,-13.366451305410292
TNFRSF10A,-15.318647254817495,-15.419241169379871,-14.769464947123266,-15.129720060932172,-14.709786176243806,-15.659060664653422,-14.93943628648765,-15.254530854845086
FAM122A,-15.078476957335441,-15.198642029866473,-14.778683477152647,-15.033664956116219,-14.5971573211329,-15.300267276014198,-14.731804324188897,-14.609307829306456
FAM177A1,-14.779781168685794,-14.177268379073908,-14.584305431985793,-14.64145816521826,-14.911265911560962,-14.53447302878877,-14.80096634869629,-14.970005494358393
ZNF862,-15.554714613051022,-15.536810765761047,-15.212336654598836,-15.175123302256472,-14.503335298776378,-14.728601597906499,-14.853433768590428,-14.39820121551652
TTL,-15.318647254817495,-14.483371506799587,-14.869328841592646,-14.73657516750217,-14.71596475117293,-15.653414101512281,-15.034674083260574,-14.981276606693413
GCNT4,-15.391215880768142,-15.679768719603091,-14.33276666498983,-15.661062723157771,-14.487393754907357,-17.44396073588333,-14.406197446923434,-14.579025262370411
ITGAV,-15.647396615560874,-14.93381434220963,-14.329376075789055,-14.38433645225436,-14.474242387256053,-15.429412427314174,-14.722624897414502,-15.282143086052946
BRE,-15.696070462296563,-15.550485702658122,-14.560259958019143,-14.778784682030865,-14.582971414889586,-14.56595126026194,-14.476464310145102,-15.142740029387529
KLHL20,-15.36287125507418,-15.177268379073908,-14.54052373995788,-14.913370722398508,-14.737800552413402,-15.826865614221365,-15.140715720670897,-15.161848852335234
GPATCH2,-15.60031147949113,-15.483371506799587,-14.319251858515347,-14.820261318007026,-14.543977283273724,-16.79543310638471,-14.925326687072213,-14.877597960591745
SYMPK,-15.510514809140487,-15.419241169379871,-15.689046264667969,-14.956763317911888,-14.661287658552617,-14.719723446560048,-15.880400816190695,-14.549365288850172
GRINA,-14.423051967890146,-15.198642029866473,-15.904214359236505,-14.828298637072445,-15.141359043248949,-12.482237303860508,-14.512924247961339,-13.475784156469066
SGSM2,-16.010943799649976,-15.664818378137118,-15.572232599685218,-14.943607952829009,-14.380478550990844,-14.888542510776189,-15.48938019803039,-14.579025262370411
COX19,-14.888715540238959,-15.635374600244639,-14.844917175552734,-15.211452075331502,-14.9728205820776,-15.598131666011088,-14.476464310145102,-15.027262811967594
UXT,-14.69961082000181,-15.444552257909058,-14.431090498871935,-15.337699824531173,-15.052673889766812,-15.083558493181332,-14.362768564498214,-14.76617667792332
COBLL1,-15.335072802730608,-14.942803125436884,-14.322618709613746,-14.852682795699403,-14.448293935218418,-15.381951073607905,-15.084759314696882,-14.751628369354165
STOML2,-14.925552308419329,-15.47031535397414,-14.221735352601087,-15.281447278089757,-15.322763053134556,-15.434245581050119,-14.327550500623293,-14.851508731723083
GPSM3,-14.577332915713038,-15.145790147600739,-15.377585168831676,-14.956763317911888,-15.304026490552973,-12.807924050567904,-14.494579104704709,-13.964402788129018
EXOSC9,-13.94223104956596,-14.741169264267233,-14.517191236127259,-15.164909489394473,-14.577335880220154,-16.925493646949082,-15.228942903682634,-15.227437193962812
LTBP1,-15.414299493881183,-15.035912529828366,-15.835267005519013,-15.622116442917253,-14.664271516991436,-12.919551381833738,-14.288649149806902,-14.271726470107607
NOMO3,-15.852795965984017,-15.287451296824331,-14.693398289207677,-14.639689072365204,-13.954442052762746,-14.011362408584302,-15.91483431325457,-15.130139992607896
TTC38,-14.278383384603769,-14.89840900607843,-15.256730773957289,-15.132205324321767,-14.879711177686117,-14.820524087347538,-15.515564129834042,-15.43647123244424
PLEKHA8,-15.42598129892882,-14.97011047143262,-14.467895939870482,-14.732798476756685,-14.588629049751514,-15.952974383371187,-15.203179807617552,-15.009845758890183
CTNND1,-16.188586714253123,-15.220337100965793,-14.849766575214128,-14.13594126522921,-14.425332786775106,-16.053501259325152,-15.648319338685816,-14.953262230523817
SIDT2,-14.36287125507418,-14.95184826503989,-14.939964384185707,-14.496731118523163,-14.469015225592502,-14.342801319852752,-15.63104134725398,-14.541001815915546
KLHL42,-15.776038766999976,-15.49654689554732,-14.646233181128995,-14.96117523279027,-14.430403776322526,-16.01678948096863,-15.088685017910684,-14.975630043552272
NOL7,-15.07387505537643,-15.924881217439623,-14.384605596509447,-14.873322561758439,-14.9728205820776,-14.814210313415336,-14.79774963601275,-15.405774435221323
ZNF737,-15.028645801383433,-15.406750225196673,-14.098301411352807,-15.122289855456684,-14.5167558145387,-16.524131084567312,-15.104495532758145,-15.033115538213032
GTF3C2,-15.675008846768733,-16.28745129682433,-15.092542142064122,-14.996964852080401,-14.5971573211329,-14.959927144012955,-14.904417697309231,-14.872342235140248
VAMP4,-15.724639614493334,-15.394366500740842,-14.234362960928834,-15.059448981886451,-14.231422741596132,-15.524131084567314,-15.004694925767703,-14.694859273421669
ANKRD13C,-15.821601344380422,-15.979329001462,-14.494230087683947,-14.71592465819229,-14.47162643904904,-16.26109667873352,-15.220303985408762,-14.742010366792568
GPATCH11,-15.046567709380696,-15.394366500740842,-14.486656867979145,-14.749871990115627,-14.676269050091028,-16.252534665230097,-15.423445927845613,-15.130139992607896
PGM3,-15.228944451869266,-15.431841206159506,-14.1783893226755,-14.985684927214397,-14.10037063179811,-16.031362282055905,-14.96446508097917,-15.303204701580777
SYPL1,-15.324101684909603,-16.055277854695298,-14.801990850644716,-14.999231459052345,-14.73152795539787,-15.269709809038227,-14.750340275626323,-14.532686547703541
NSMCE1,-15.374142367409199,-15.509843718160777,-14.494230087683947,-14.8879481255186,-15.158086129654398,-15.181738887120234,-13.98261242768943,-15.068739447943752
MMS22L,-15.813906952590422,-14.363864412343498,-14.151196359784931,-14.937074982989776,-14.506009433074706,-16.13771426322824,-14.94298535356872,-14.795720953537336
FAM188A,-15.291680207217228,-15.198642029866473,-14.625293843436634,-14.890049648163888,-14.392798822626714,-15.833235139097093,-15.116468174424222,-14.790754700643987
ZBTB2,-15.069287785880778,-15.177268379073908,-14.391660354043397,-14.930571463152114,-14.835317058327664,-15.716776162509708,-14.826961557229238,-15.36829972980266
MRPL20,-14.864670066272307,-15.889691788977322,-14.299214105278804,-15.331974836697544,-15.192133610482074,-15.202202989679952,-14.716537567535585,-15.174730143631965
CLEC1B,-17.064715056090957,-13.733349759807933,-13.639919407196793,-14.730913832411742,-13.914814978642033,-13.755568645506768,-14.144796897482715,-16.080812280244327
LCLAT1,-15.613608302104591,-14.564291502183154,-14.702141922279651,-15.038318815122436,-15.137207399978482,-15.468538758603996,-15.286393175866534,-14.491814266288014
UPF3A,-16.13009106494298,-15.650021376209038,-14.608758475710333,-14.788552458279687,-14.158086129654398,-15.90522125192282,-15.24199905650808,-14.89881444650144
ALAD,-15.46762899628731,-15.026326480999169,-14.751202740730537,-14.88375424163241,-14.805363836226036,-14.6338233731544,-14.662877434375984,-14.694859273421669
ASNA1,-14.980478518922922,-15.924881217439623,-14.697763481769076,-15.035990009062463,-15.128939783994882,-15.020418904369324,-14.341534730058994,-14.936711054259968
ABCA2,-15.270463721307532,-15.606519737572453,-15.66320625973271,-14.465057068245365,-14.373136575649678,-13.11328606293018,-15.203179807617552,-14.324578352373342
MEPCE,-15.234069484047131,-16.13544820337928,-15.302534463570415,-15.02440203478725,-14.740947107730266,-14.560656960592427,-14.894075753087773,-15.149081556261356
NDC1,-15.24437449243887,-15.59230587835275,-14.253514061273748,-15.01979278153466,-14.792248336435778,-16.153568214429075,-14.481616797910705,-14.722964611102022
ZNF22,-15.163924660018855,-16.055277854695298,-14.388128663073145,-14.865031188127048,-14.628866180860236,-16.734550864237686,-14.794540079536858,-14.704167015647895
ZFAT,-15.385502229573747,-14.924881217439623,-14.637820941312796,-15.012906395949422,-14.538491744189995,-15.282726694705062,-15.152994050449337,-15.161848852335234
BLOC1S2,-15.08309358540581,-14.503179987879768,-14.556291055816198,-14.490340432366132,-14.5971573211329,-15.318023746818355,-15.004694925767703,-14.220742541388804
EMC4,-14.993456372921134,-15.145790147600739,-14.184502446402108,-15.243336136351287,-15.187833473048448,-15.068451600791123,-14.599892648683316,-15.390667542831114
ABI2,-15.91728469243573,-14.400545075669966,-14.517191236127259,-15.076100222436615,-14.402731357837972,-15.614495112219977,-15.332196865479657,-14.9095408530945
MPZL1,-14.703159887082883,-14.419241169379871,-15.098301411352807,-14.688232924323241,-15.158086129654398,-14.66757216450894,-14.499796813975728,-15.142740029387529
ZNF514,-15.844933848211047,-15.924881217439623,-14.471628658746813,-15.243336136351287,-14.02748179831294,-16.340531146227924,-14.830244141218538,-15.155451081137082
ZNF211,-15.63378618404222,-15.664818378137118,-14.760304947837792,-15.01979278153466,-14.498001854473339,-15.676134178012363,-15.228942903682634,-14.986945356780105
TCF3,-15.078476957335441,-16.13544820337928,-15.66320625973271,-14.92625201369524,-14.706706783311834,-14.852514201591974,-15.438396269311585,-14.553565277379459
RPF1,-14.909064185630761,-15.889691788977322,-14.157195100406375,-14.911234978054514,-14.883183369592922,-15.939168583846158,-14.946543172981908,-15.027262811967594
PUM3,-15.498131084684655,-16.431841206159504,-14.315892846425433,-14.890049648163888,-14.196446603353158,-16.925493646949082,-15.0808442646935,-15.268270911471387
FBRS,-15.055612848983701,-14.95184826503989,-15.612874584182565,-14.652118521906724,-15.014096857656119,-13.886885192913414,-15.96446508097917,-14.830971800720388
P2RX7,-15.006552030532816,-15.382088170962406,-15.269669829664787,-15.34057086038593,-14.842058636206719,-15.980988759540786,-15.846770038309417,-15.142740029387529
CAMSAP1,-15.443683300662277,-15.75693658012555,-15.014237146564332,-14.71034362592899,-14.76316727257183,-15.424595411016398,-15.194693341729725,-14.483776947222594
